ID,agot1,agot2,agot3,eng1,eng2,eng3,iab1,iab2,iab3,age,exp,emp,rol,gnr,suc
1726,3,4,3,3,3,4,2,5,3,39,22,12,Profesional,Otro,Sur
1727,3,4,4,3,3,3,5,2,5,23,19,17,Técnico,Masculino,Sur
1728,3,3,4,3,3,3,5,1,5,25,13,5,Administrativo,Masculino,Centro
1729,2,4,3,3,5,4,4,1,5,57,40,25,Técnico,Otro,Centro
1730,4,3,4,1,1,5,5,1,4,23,2,2,Profesional,Masculino,Sur
1731,5,2,4,2,2,4,5,1,4,59,34,16,Administrativo,Femenino,Sur
1732,2,3,2,4,5,4,4,1,5,34,16,16,Técnico,Otro,Sur
1733,4,2,4,2,2,6,4,2,5,38,36,36,Profesional,Femenino,Centro
1734,3,4,4,3,3,4,2,3,3,38,32,13,Profesional,Masculino,Centro
1735,1,5,2,6,5,1,4,2,3,59,43,16,Técnico,Masculino,Sur
1736,4,2,4,3,3,4,2,5,3,40,29,22,Profesional,Femenino,Centro
1737,5,2,4,2,1,5,4,3,4,35,22,15,Técnico,Otro,Sur
1738,5,2,4,1,1,6,2,4,1,47,25,6,Técnico,Masculino,Sur
1739,1,4,1,4,6,4,5,1,5,46,38,35,Técnico,Femenino,Centro
1740,5,1,4,1,2,6,5,2,4,45,34,0,Técnico,Otro,Centro
1741,5,2,5,2,1,5,5,2,4,42,41,26,Técnico,Otro,Centro
1742,5,2,5,2,1,6,4,1,3,31,17,8,Profesional,Masculino,Sur
1743,3,3,2,3,2,4,5,2,4,35,34,28,Administrativo,Otro,Sur
1744,2,4,3,3,3,4,3,2,3,18,3,1,Profesional,Otro,Centro
1745,2,5,1,4,3,3,4,3,3,46,43,38,Técnico,Otro,Sur
1746,3,2,3,3,4,3,4,2,5,46,30,2,Técnico,Otro,Sur
1747,1,5,1,4,6,2,4,3,4,34,27,22,Técnico,Otro,Centro
1748,2,5,3,4,3,4,4,3,4,30,9,4,Técnico,Femenino,Sur
1749,5,2,5,1,1,6,1,5,2,32,27,6,Administrativo,Femenino,Sur
1750,5,1,4,2,1,4,3,2,4,42,19,16,Profesional,Femenino,Sur
1751,1,5,2,4,6,3,4,3,5,58,34,33,Técnico,Masculino,Centro
1752,5,1,4,1,2,6,4,2,4,52,40,5,Profesional,Femenino,Sur
1753,5,1,4,2,1,4,3,4,4,43,32,32,Administrativo,Femenino,Sur
1754,1,5,2,6,6,1,4,3,4,46,43,14,Administrativo,Femenino,Sur
1755,1,4,1,5,5,1,4,3,4,48,45,14,Técnico,Femenino,Centro
1756,4,1,4,3,1,3,4,1,5,48,38,18,Técnico,Femenino,Sur
1757,2,5,3,3,4,5,4,2,4,41,29,13,Administrativo,Masculino,Centro
1758,5,1,5,2,1,4,2,3,2,41,41,19,Técnico,Otro,Sur
1759,3,2,4,2,3,6,1,5,2,54,42,24,Profesional,Otro,Sur
1760,2,4,3,4,5,2,5,2,4,54,40,1,Administrativo,Masculino,Centro
1761,2,4,3,3,4,5,2,5,2,52,41,30,Profesional,Femenino,Sur
1762,2,5,3,3,5,3,3,3,4,43,40,30,Administrativo,Otro,Centro
1763,1,5,2,6,5,1,4,3,4,40,35,32,Profesional,Otro,Sur
1764,3,3,3,3,4,3,5,2,4,26,12,5,Profesional,Femenino,Sur
1765,4,2,5,2,3,6,2,5,2,26,2,2,Profesional,Masculino,Sur
1766,2,5,2,4,5,3,4,2,3,25,25,24,Profesional,Masculino,Centro
1767,2,5,3,4,4,4,5,2,5,27,9,7,Profesional,Otro,Sur
1768,4,1,3,2,1,5,4,2,4,22,2,0,Técnico,Otro,Centro
1769,1,4,1,6,4,1,4,2,3,33,17,8,Técnico,Masculino,Sur
1770,2,5,1,4,5,3,4,2,3,46,45,38,Profesional,Femenino,Centro
1771,5,2,5,1,2,6,4,2,5,56,45,36,Administrativo,Masculino,Sur
1772,4,3,3,3,1,3,4,2,4,46,40,27,Técnico,Masculino,Centro
1773,4,1,5,2,3,4,4,2,4,46,36,36,Técnico,Masculino,Centro
1774,4,2,5,3,2,3,2,3,3,43,21,14,Profesional,Femenino,Centro
1775,5,1,4,2,1,5,4,3,4,51,46,39,Profesional,Otro,Centro
1776,1,4,1,6,5,1,4,1,3,48,23,11,Técnico,Otro,Centro
1777,1,5,2,6,6,1,4,2,5,51,28,27,Técnico,Otro,Centro
1778,3,4,3,3,4,3,5,1,5,61,43,34,Técnico,Femenino,Sur
1779,2,5,3,4,3,2,3,2,3,24,3,2,Técnico,Masculino,Centro
1780,3,3,4,3,2,3,3,4,4,53,38,5,Técnico,Femenino,Sur
1781,2,4,2,3,5,4,5,1,5,25,4,0,Profesional,Otro,Sur
1782,2,3,1,5,5,3,4,1,4,40,24,24,Administrativo,Otro,Centro
1783,1,5,1,4,4,4,5,1,5,37,34,32,Profesional,Femenino,Centro
1784,3,4,2,4,4,3,3,3,2,26,3,1,Profesional,Otro,Sur
1785,3,2,3,4,3,2,4,2,3,38,31,31,Profesional,Masculino,Sur
1786,2,4,2,3,4,3,5,2,5,56,35,11,Administrativo,Otro,Sur
1787,3,2,2,2,2,4,5,2,5,39,36,36,Técnico,Otro,Sur
1788,2,4,2,3,5,5,4,2,5,49,47,44,Técnico,Femenino,Sur
1789,2,5,1,4,3,3,5,2,5,57,40,40,Profesional,Otro,Centro
1790,3,2,4,3,3,3,5,1,4,41,36,29,Técnico,Otro,Sur
1791,1,5,2,5,4,2,5,2,5,42,30,25,Técnico,Femenino,Sur
1792,5,1,4,2,2,5,1,4,1,31,6,5,Técnico,Femenino,Sur
1793,4,2,3,1,3,6,4,3,5,25,23,12,Técnico,Masculino,Centro
1794,4,1,3,3,2,4,4,2,3,32,31,24,Profesional,Masculino,Centro
1795,1,4,1,5,4,1,5,2,5,32,17,13,Técnico,Femenino,Centro
1796,5,1,5,1,1,6,1,5,1,51,36,27,Administrativo,Femenino,Centro
1797,1,4,2,6,6,1,4,2,5,45,41,39,Profesional,Masculino,Sur
1798,4,3,4,2,3,6,3,3,3,43,43,36,Técnico,Masculino,Centro
1799,3,2,3,4,2,3,4,3,3,33,13,9,Profesional,Masculino,Centro
1800,4,3,5,1,1,6,1,4,2,27,7,6,Profesional,Masculino,Sur
1801,5,2,5,1,1,5,5,2,5,47,35,34,Profesional,Otro,Centro
1802,4,2,4,1,1,6,2,3,2,37,37,10,Profesional,Femenino,Sur
1803,3,2,3,4,3,3,5,1,4,61,38,24,Profesional,Femenino,Centro
1804,1,4,1,6,5,1,5,2,4,54,36,35,Administrativo,Masculino,Centro
1805,1,4,1,5,6,3,3,2,2,43,21,14,Profesional,Masculino,Sur
1806,3,3,4,2,3,6,3,2,3,29,11,1,Técnico,Masculino,Sur
1807,1,5,1,6,5,1,5,2,5,38,28,25,Profesional,Otro,Centro
1808,5,1,4,1,1,5,5,1,5,42,30,9,Administrativo,Otro,Sur
1809,3,4,4,2,3,5,5,1,5,62,39,33,Técnico,Otro,Sur
1810,2,4,1,4,3,2,3,4,2,36,22,20,Profesional,Masculino,Sur
1811,5,1,5,2,2,5,1,5,1,38,17,13,Técnico,Femenino,Sur
1812,3,2,3,4,3,3,4,2,5,53,44,40,Profesional,Masculino,Sur
1813,2,4,1,5,5,3,4,2,4,64,39,24,Administrativo,Femenino,Sur
1814,4,3,3,2,2,5,2,4,2,47,42,9,Administrativo,Femenino,Sur
1815,1,4,1,4,4,3,4,2,5,62,47,38,Técnico,Femenino,Centro
1816,2,5,1,4,3,2,4,3,4,57,38,32,Administrativo,Masculino,Centro
1817,3,4,4,2,4,4,3,3,2,28,22,15,Profesional,Femenino,Sur
1818,1,5,1,6,6,2,4,3,5,33,31,30,Técnico,Otro,Sur
1819,1,4,1,4,5,2,4,2,3,50,36,9,Técnico,Otro,Sur
1820,4,3,3,2,3,4,2,3,3,54,37,15,Técnico,Otro,Sur
1821,4,1,3,4,4,2,1,4,1,58,44,37,Profesional,Otro,Sur
1822,4,3,4,2,2,4,5,1,5,44,23,22,Administrativo,Otro,Sur
1823,2,5,3,5,5,1,5,1,5,45,45,43,Profesional,Masculino,Sur
1824,1,5,1,5,6,1,4,2,4,39,23,13,Técnico,Masculino,Centro
1825,4,3,5,3,1,4,5,1,4,22,4,1,Profesional,Otro,Centro
1826,4,3,4,1,1,5,5,2,5,52,46,42,Profesional,Femenino,Sur
1827,5,1,5,3,1,5,3,2,3,37,22,19,Técnico,Femenino,Sur
1828,5,2,4,2,2,6,4,2,4,47,42,39,Técnico,Femenino,Sur
1829,4,2,3,1,1,5,5,2,5,55,43,42,Profesional,Femenino,Centro
1830,4,3,4,1,2,6,5,1,5,19,15,5,Profesional,Femenino,Centro
1831,5,2,4,2,2,5,3,4,4,18,4,1,Profesional,Femenino,Sur
1832,4,1,4,3,3,5,1,4,2,29,22,18,Técnico,Femenino,Centro
1833,5,2,5,2,1,5,4,1,5,39,29,0,Profesional,Otro,Sur
1834,4,2,4,2,1,6,4,3,5,40,34,32,Profesional,Masculino,Sur
1835,3,3,3,4,3,3,5,1,5,36,32,25,Administrativo,Masculino,Centro
1836,5,2,4,1,1,5,5,2,5,37,26,16,Administrativo,Femenino,Centro
1837,5,1,5,2,2,6,5,2,5,38,24,16,Administrativo,Otro,Sur
1838,3,2,4,3,2,4,4,3,5,35,35,19,Profesional,Masculino,Sur
1839,4,3,3,2,2,4,4,1,3,52,37,30,Profesional,Otro,Centro
1840,5,2,5,2,1,5,4,1,5,49,45,43,Técnico,Otro,Sur
1841,5,1,5,2,3,4,2,3,3,29,28,10,Profesional,Otro,Sur
1842,1,5,1,6,5,1,4,3,5,42,32,17,Técnico,Masculino,Sur
1843,4,2,4,3,2,5,2,5,2,33,22,19,Técnico,Femenino,Sur
1844,1,4,1,4,5,3,4,3,4,27,7,4,Profesional,Masculino,Centro
1845,5,1,4,3,2,5,2,3,2,49,45,16,Administrativo,Femenino,Centro
1846,5,1,4,2,2,5,3,4,2,46,41,19,Técnico,Otro,Sur
1847,5,1,4,1,2,6,4,2,5,49,37,24,Técnico,Masculino,Sur
1848,5,1,5,2,3,4,1,5,2,51,44,39,Técnico,Otro,Sur
1849,3,3,3,3,4,4,4,2,4,20,10,2,Profesional,Masculino,Sur
1850,4,3,3,3,2,4,1,5,2,47,39,3,Técnico,Femenino,Sur
1851,4,2,3,2,3,5,5,1,5,42,36,11,Administrativo,Otro,Sur
1852,5,1,4,2,1,5,1,4,2,40,26,18,Técnico,Femenino,Centro
1853,1,5,1,4,6,2,3,2,3,61,43,40,Administrativo,Masculino,Centro
1854,5,1,4,2,2,5,1,4,1,47,44,41,Profesional,Otro,Centro
1855,5,1,4,1,1,5,4,2,3,43,43,25,Técnico,Masculino,Sur
1856,3,4,3,3,4,3,4,2,4,37,14,10,Administrativo,Otro,Sur
1857,4,1,3,3,3,4,3,3,4,45,32,22,Técnico,Otro,Sur
1858,4,3,4,2,1,6,5,2,4,61,44,22,Profesional,Otro,Sur
1859,4,2,4,1,3,6,5,1,4,57,36,36,Técnico,Femenino,Sur
1860,2,5,2,3,4,3,4,2,3,35,28,15,Técnico,Masculino,Sur
1861,4,1,3,1,1,5,5,2,5,58,38,19,Técnico,Femenino,Centro
1862,4,1,4,3,2,3,2,3,3,28,24,7,Administrativo,Femenino,Sur
1863,3,2,2,2,4,4,3,2,2,43,32,30,Administrativo,Masculino,Centro
1864,5,1,5,2,1,4,3,3,3,47,32,13,Técnico,Masculino,Sur
1865,3,3,2,2,3,5,4,1,4,35,34,18,Profesional,Femenino,Sur
1866,3,2,4,4,2,2,4,2,3,36,26,13,Técnico,Masculino,Sur
1867,3,2,4,2,3,4,4,3,4,43,42,16,Profesional,Masculino,Sur
1868,3,2,4,2,4,5,5,1,5,43,43,43,Profesional,Femenino,Centro
1869,4,1,3,2,4,6,1,5,2,49,44,43,Profesional,Femenino,Centro
1870,5,1,4,1,1,6,1,5,2,51,40,13,Profesional,Masculino,Sur
1871,1,5,2,5,5,3,5,2,5,30,23,20,Técnico,Masculino,Centro
1872,4,2,5,2,1,5,5,2,5,45,20,1,Técnico,Masculino,Centro
1873,5,1,4,2,2,4,5,1,5,29,4,0,Técnico,Masculino,Centro
1874,5,2,4,2,1,5,5,1,5,29,17,1,Profesional,Femenino,Sur
1875,5,2,5,1,2,6,1,4,2,28,3,1,Profesional,Femenino,Centro
1876,5,2,5,2,2,5,1,5,2,61,38,19,Profesional,Femenino,Centro
1877,4,2,4,4,3,4,1,5,2,45,41,23,Profesional,Otro,Sur
1878,3,4,2,3,3,3,4,1,3,19,1,0,Profesional,Masculino,Sur
1879,5,2,4,2,2,5,2,5,1,49,40,40,Profesional,Otro,Centro
1880,4,3,4,1,1,5,5,1,5,53,43,36,Profesional,Masculino,Centro
1881,4,1,3,4,2,4,3,2,3,49,38,30,Técnico,Otro,Centro
1882,4,1,3,1,2,6,5,1,4,47,42,0,Técnico,Femenino,Sur
1883,4,2,3,2,1,5,5,1,5,52,34,30,Administrativo,Otro,Sur
1884,5,1,5,1,1,6,1,5,1,46,36,28,Técnico,Otro,Centro
1885,5,1,4,1,2,5,4,2,5,26,3,0,Técnico,Masculino,Centro
1886,5,2,5,3,2,4,1,4,2,47,47,26,Profesional,Femenino,Sur
1887,4,2,5,2,2,6,5,1,4,44,37,28,Técnico,Otro,Sur
1888,3,3,4,2,3,4,4,3,4,18,0,0,Técnico,Masculino,Sur
1889,4,2,3,1,3,5,3,2,3,58,45,41,Profesional,Femenino,Sur
1890,4,1,5,3,3,5,5,2,5,37,37,35,Profesional,Otro,Centro
1891,5,2,5,2,1,5,5,1,4,45,34,30,Técnico,Femenino,Centro
1892,5,1,4,2,1,6,5,2,4,27,17,11,Profesional,Femenino,Centro
1893,5,1,5,2,3,6,1,4,2,47,45,35,Técnico,Femenino,Centro
1894,4,3,3,3,1,3,5,2,4,63,38,17,Técnico,Masculino,Sur
1895,5,1,4,3,2,3,3,4,3,61,44,14,Administrativo,Femenino,Sur
1896,3,4,3,2,2,5,1,5,1,54,42,24,Técnico,Otro,Sur
1897,5,2,4,1,2,6,1,5,1,54,42,16,Administrativo,Otro,Sur
1898,4,3,4,4,2,4,2,4,3,44,34,25,Técnico,Femenino,Sur
1899,1,5,2,4,5,3,4,1,5,43,36,17,Administrativo,Masculino,Centro
1900,3,3,2,4,4,4,5,1,4,40,25,14,Técnico,Femenino,Sur
1901,5,2,5,2,2,6,4,1,3,31,7,6,Profesional,Masculino,Centro
1902,2,4,3,5,5,2,4,3,4,51,40,39,Administrativo,Masculino,Sur
1903,4,2,5,1,1,6,2,3,1,21,2,2,Técnico,Masculino,Sur
1904,4,3,5,1,2,6,4,2,5,52,42,4,Técnico,Masculino,Sur
1905,3,2,4,3,4,5,3,4,3,55,34,24,Profesional,Otro,Sur
1906,5,1,4,1,3,6,1,4,2,54,34,26,Técnico,Femenino,Sur
1907,4,2,3,2,3,5,5,2,4,46,33,33,Profesional,Otro,Centro
1908,3,2,4,3,2,3,3,3,3,39,39,16,Administrativo,Otro,Sur
1909,4,1,3,2,3,6,2,3,2,18,5,2,Técnico,Masculino,Centro
1910,1,4,1,5,6,3,3,2,4,52,46,45,Técnico,Masculino,Sur
1911,4,1,3,2,4,5,1,4,2,39,37,19,Administrativo,Otro,Sur
1912,5,2,4,1,1,6,1,4,2,45,43,40,Técnico,Masculino,Centro
1913,4,2,4,1,3,5,3,2,3,41,32,28,Profesional,Masculino,Sur
1914,4,2,4,3,3,4,3,2,4,51,27,15,Profesional,Otro,Centro
1915,3,4,4,4,3,3,4,1,5,33,10,5,Profesional,Masculino,Sur
1916,4,1,3,3,2,5,1,5,2,33,8,7,Técnico,Otro,Centro
1917,5,2,4,1,2,5,4,1,3,43,36,12,Técnico,Femenino,Centro
1918,3,3,2,3,4,5,4,3,5,23,20,9,Técnico,Femenino,Sur
1919,4,1,3,4,3,4,1,4,2,47,34,5,Administrativo,Femenino,Sur
1920,5,1,4,2,2,4,5,2,4,41,34,30,Administrativo,Otro,Sur
1921,3,4,2,4,3,4,5,1,4,55,39,18,Administrativo,Femenino,Centro
1922,4,2,3,3,2,3,2,5,3,52,44,43,Administrativo,Otro,Sur
1923,4,2,4,1,1,6,1,4,2,56,41,16,Profesional,Masculino,Sur
1924,3,4,4,3,2,5,5,1,5,45,26,20,Profesional,Otro,Centro
1925,5,1,5,2,2,4,1,5,1,37,37,25,Profesional,Femenino,Sur
1926,1,4,1,6,5,1,5,1,5,38,21,17,Profesional,Masculino,Sur
1927,4,1,3,3,2,4,5,1,4,20,18,6,Profesional,Otro,Sur
1928,3,4,2,4,2,3,4,1,3,22,18,15,Profesional,Otro,Sur
1929,5,2,5,1,2,5,5,2,4,27,22,17,Profesional,Femenino,Centro
1930,1,4,1,6,5,1,4,3,4,29,5,1,Profesional,Masculino,Sur
1931,4,3,3,3,4,4,2,3,1,60,36,34,Administrativo,Otro,Centro
1932,1,5,2,5,4,2,5,1,5,45,22,9,Técnico,Masculino,Sur
1933,2,3,1,3,3,3,4,3,5,59,47,44,Técnico,Masculino,Centro
1934,2,3,1,4,3,2,3,3,4,54,32,26,Profesional,Masculino,Sur
1935,5,1,4,2,1,5,5,2,4,29,17,17,Técnico,Otro,Centro
1936,5,2,5,2,1,4,3,4,3,54,41,14,Técnico,Masculino,Centro
1937,3,3,3,2,3,4,4,1,5,50,33,10,Técnico,Femenino,Sur
1938,4,3,4,3,2,5,4,3,5,25,11,7,Profesional,Femenino,Sur
1939,4,3,5,2,2,4,5,1,4,60,45,37,Técnico,Masculino,Sur
1940,4,2,3,3,2,3,2,3,1,50,37,32,Profesional,Otro,Centro
1941,5,2,4,2,3,6,2,5,3,40,25,17,Profesional,Otro,Sur
1942,5,2,4,2,2,6,4,3,3,45,44,37,Técnico,Femenino,Centro
1943,5,2,4,2,2,6,4,1,4,47,31,7,Profesional,Masculino,Sur
1944,4,1,5,2,3,5,5,1,4,49,38,35,Técnico,Masculino,Sur
1945,5,1,4,2,1,5,4,1,3,55,44,43,Técnico,Otro,Centro
1946,5,1,4,1,2,6,5,1,4,34,32,20,Profesional,Masculino,Sur
1947,5,1,5,1,3,5,2,3,3,23,15,8,Administrativo,Femenino,Centro
1948,4,1,4,2,3,6,2,3,1,59,34,28,Técnico,Otro,Sur
1949,5,2,5,2,1,4,1,5,2,44,40,35,Profesional,Femenino,Sur
1950,4,1,3,1,2,6,4,2,5,59,35,6,Técnico,Otro,Centro
1951,5,2,5,3,1,4,1,4,1,61,36,12,Técnico,Femenino,Sur
1952,5,1,5,1,1,5,5,2,4,45,36,10,Técnico,Femenino,Centro
1953,5,1,5,2,2,6,5,2,4,49,45,27,Técnico,Otro,Centro
1954,5,1,5,3,1,3,1,4,1,42,42,33,Profesional,Femenino,Sur
1955,4,2,5,3,2,3,2,4,2,34,10,8,Administrativo,Otro,Centro
1956,3,3,2,2,2,4,5,2,5,34,30,15,Técnico,Otro,Sur
1957,4,3,4,1,1,5,4,3,5,42,31,27,Técnico,Masculino,Sur
1958,5,1,5,2,2,5,1,5,1,49,37,5,Profesional,Femenino,Sur
1959,5,1,4,1,3,6,2,5,1,28,16,14,Profesional,Otro,Sur
1960,3,4,2,3,2,4,5,1,5,60,38,37,Administrativo,Masculino,Sur
1961,5,2,5,1,2,6,4,3,5,55,45,27,Técnico,Masculino,Centro
1962,5,2,5,2,2,6,4,2,5,27,27,21,Administrativo,Masculino,Sur
1963,5,1,5,1,2,5,1,4,1,34,23,23,Técnico,Otro,Sur
1964,3,2,3,2,3,4,4,2,4,43,33,29,Técnico,Masculino,Centro
1965,1,5,1,6,5,2,4,3,3,27,2,0,Técnico,Masculino,Centro
1966,5,2,5,1,2,6,5,2,5,37,35,13,Administrativo,Otro,Sur
1967,2,4,2,4,5,2,4,1,3,42,42,30,Administrativo,Masculino,Sur
1968,4,3,4,4,4,2,2,5,2,35,14,11,Técnico,Otro,Centro
1969,1,5,1,5,6,1,5,2,5,45,39,10,Profesional,Masculino,Sur
1970,4,3,4,1,3,6,5,1,4,35,33,28,Técnico,Femenino,Sur
1971,5,1,4,3,1,5,3,3,3,56,33,26,Técnico,Femenino,Sur
1972,5,2,4,2,2,4,2,4,1,56,40,31,Administrativo,Otro,Sur
1973,1,4,2,5,4,2,5,1,5,18,9,7,Técnico,Masculino,Centro
1974,5,1,5,3,1,3,2,5,2,34,19,11,Profesional,Otro,Sur
1975,5,1,5,2,1,5,1,4,2,18,0,0,Profesional,Otro,Sur
1976,5,1,4,2,1,6,4,3,4,62,40,39,Administrativo,Otro,Centro
1977,4,2,5,3,2,5,2,4,3,47,46,42,Técnico,Femenino,Sur
1978,4,3,3,3,3,4,3,3,3,20,2,1,Técnico,Otro,Sur
1979,5,1,4,2,2,4,5,2,5,54,43,43,Técnico,Otro,Centro
1980,5,2,4,1,1,6,2,4,1,53,42,36,Administrativo,Otro,Sur
1981,5,1,5,3,1,3,1,4,1,33,16,3,Técnico,Otro,Sur
1982,5,1,5,3,1,4,2,4,2,56,45,1,Técnico,Femenino,Sur
1983,4,3,5,3,4,4,1,4,1,42,29,27,Administrativo,Otro,Sur
1984,4,3,5,2,2,5,1,4,2,55,43,34,Técnico,Otro,Sur
1985,1,4,2,5,6,1,5,2,4,45,43,1,Técnico,Masculino,Sur
1986,4,1,4,3,3,5,5,1,5,32,27,8,Profesional,Masculino,Sur
1987,1,4,2,5,6,2,5,1,5,26,9,6,Profesional,Masculino,Centro
1988,4,3,3,4,3,4,2,5,2,41,19,5,Administrativo,Otro,Sur
1989,5,1,4,3,3,4,3,4,3,54,38,11,Técnico,Otro,Sur
1990,5,2,4,2,2,6,4,3,5,62,45,43,Profesional,Femenino,Centro
1991,3,3,4,4,4,2,5,2,4,28,14,11,Administrativo,Otro,Sur
1992,5,1,4,3,2,3,3,4,2,28,4,4,Técnico,Otro,Centro
1993,2,3,2,4,3,3,5,2,4,27,5,5,Profesional,Masculino,Sur
1994,5,2,5,2,2,4,4,3,5,56,40,40,Técnico,Masculino,Centro
1995,5,1,4,1,1,6,1,5,1,40,17,10,Administrativo,Masculino,Sur
1996,2,3,1,3,4,4,5,2,4,32,29,5,Profesional,Masculino,Centro
1997,5,1,5,3,2,3,2,3,3,39,34,32,Técnico,Femenino,Centro
1998,5,2,5,2,3,6,3,2,2,59,46,35,Técnico,Otro,Sur
1999,5,2,4,2,1,5,5,2,5,48,28,25,Administrativo,Femenino,Centro
2000,5,1,5,2,1,5,1,4,1,38,15,5,Técnico,Femenino,Centro
